"Product Category",Brand,Comments,"Repair Status","Spare parts (needed/used)",Event,Group,Date
"Small kitchen item",,"Not working: needs a longer screwdriver!",Repairable,No,"Stamford Hill Library","Hackney Fixers",2019-03-24
Mobile,,"bad contact",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
Kettle,,,"End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
Kettle,,,"End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
Misc,,"needle runs rough - naald loopt stroef",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Hair & Beauty item",,"risk of short circuit, even after repair","End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
Misc,,"Stopped working","End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
Misc,,"Bad cable",Repairable,No,"Nieuw Gent","Gents Milieufront",2019-03-23
Printer/scanner,,,Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Hi-Fi separates",,"Bent needle",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Hi-Fi separates",,"Cause of problem not found","End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Hi-Fi separates",,"broken transfo",Repairable,No,"Nieuw Gent","Gents Milieufront",2019-03-23
Misc,Daewoo,,"End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
Misc,Singer,,Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Decorative or safety lights",,"switch broken",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Power tool",Bosch,"mechanical problem",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
Vacuum,,"buis los aan de binnenkant - tube loose on the inside",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Power tool",Bosch,"Koolborstel (carbon brush) broken",Repairable,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Handheld entertainment device",,"transfo broken",Repairable,No,"Nieuw Gent","Gents Milieufront",2019-03-23
Lamp,,"bad contact",Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Hi-Fi separates",,,"End of life",No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Power tool",Dremel,,Fixed,No,"Nieuw Gent","Gents Milieufront",2019-03-23
"Hi-Fi integrated",Kenwood,"one channel not working. Oxide in the input selector.",Fixed,No,"Remake - Marknad och temadag på Mitt Möllan (REFER)","Repair Cafe Malmö",2019-03-23
"Portable radio",Tivoli,"playing with static",Repairable,No,"Remake - Marknad och temadag på Mitt Möllan (REFER)","Repair Cafe Malmö",2019-03-23
Misc,,"needed screws tightened",Fixed,No,"Remake - Marknad och temadag på Mitt Möllan (REFER)","Repair Cafe Malmö",2019-03-23
Mobile,,"sim card replacement",Fixed,No,"Remake - Marknad och temadag på Mitt Möllan (REFER)","Repair Cafe Malmö",2019-03-23
"Small kitchen item",,"loose contact",Fixed,No,"Remake - Marknad och temadag på Mitt Möllan (REFER)","Repair Cafe Malmö",2019-03-23
Misc,,"needed new power cord and cleaning",Repairable,No,"Remake - Marknad och temadag på Mitt Möllan (REFER)","Repair Cafe Malmö",2019-03-23
Lamp,,"short circuited due to water ingress
new connector and cleaned",Fixed,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Misc,,"one of the heating plats does not heat up
one plate resistance is broken","End of life",No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Tablet,Samsung,"does not start up

new adapter used",Fixed,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"Digital Compact Camera",Minolta,,"End of life",No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Printer/scanner,Canon,"rinsing machanism broken, error code 5B02",Repairable,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Toaster,Siemens,"mechanism broken, holder fixed",Fixed,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Lamp,IKEA,"bad contact works not always

none standard wiring and adaptor connections do not allow repair","End of life",No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Mobile,Samsung,"Cracked screen. Could be replace with a spare.",Repairable,No,"Fablab Torino","Restarters Torino",2019-03-14
Mobile,Apple,"Dead battery. Needs replacement and specialized screwdrivers.",Repairable,No,"Fablab Torino","Restarters Torino",2019-03-14
Tablet,Mediacom,"Doesn't charge battery. Battery is dead but could be easily replaced...",Repairable,No,"Fablab Torino","Restarters Torino",2019-03-14
Misc,,"pulse generator broken, need circuit diagram",Repairable,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"Small kitchen item",Domo,"motor is running en but kneedding does not work, belt broken",Repairable,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"Hi-Fi separates",Toshiba,"tray blocks when dvd entered",Unknown,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Misc,,"sewing machine does not work","End of life",No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"Small kitchen item",Tefal,"bad contact.",Fixed,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"Hi-Fi separates",Technics,"cd not recognized, re-assembly",Fixed,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"Hi-Fi separates",,"stops working when dvd entered, seems like readout issue. No real root cause found","End of life",No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Misc,veltron,"short circuited, multiple components burned. needs spare components",Repairable,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
"TV and gaming-related accessories",Philips,"antenne connector, resolder",Fixed,No,"Sportzaal Ymeria, Wijgmaal","Maakbaar Leuven",2019-03-23
Misc,,,"End of life",No,"Freemantle United Reformed Church","Southampton Repair Cafe",2019-03-02
Misc,,,Fixed,No,"Freemantle United Reformed Church","Southampton Repair Cafe",2019-03-02
"Hi-Fi separates",,,"End of life",No,"Freemantle United Reformed Church","Southampton Repair Cafe",2019-03-02
Misc,,,Fixed,No,"Freemantle United Reformed Church","Southampton Repair Cafe",2019-03-02
Misc,,,"End of life",No,"Freemantle United Reformed Church","Southampton Repair Cafe",2019-03-02
Misc,,,Fixed,No,"Freemantle United Reformed Church","Southampton Repair Cafe",2019-03-02
